Final particle positions and velocities
Particle 246: 1790.29681794 10531.68988948 778.52171936 3215.49061758
Particle Collisions: 68 Wall collisions: 141
Particle 247: 13571.60841527 4428.74225159 1034.24635308 492.12656473
Particle Collisions: 59 Wall collisions: 151
Particle 248: 8774.68046657 9583.65438140 960.96098305 -4969.52059769
Particle Collisions: 60 Wall collisions: 124
Particle 249: 11562.87692922 12622.29026863 -688.00745428 3046.40273131
Particle Collisions: 58 Wall collisions: 145
Particle 250: 1009.43714546 6569.72044429 -4901.21963860 3552.70074299
Particle Collisions: 64 Wall collisions: 130
Particle 251: 16068.73216881 8340.70265992 1697.34429309 -4349.63857648
Particle Collisions: 53 Wall collisions: 143
Particle 252: 19501.43890781 14422.61349243 -4420.23755888 3605.40337311
Particle Collisions: 76 Wall collisions: 119
Particle 253: 4174.11369033 5081.90718038 -3564.76262228 -3873.89507808
Particle Collisions: 71 Wall collisions: 127
Particle 254: 5458.27917377 17645.07902543 3776.84269560 3486.74136074
Particle Collisions: 67 Wall collisions: 117
Particle 255: 17174.66248247 16158.87857756 -4676.98066506 -1483.49185888
Particle Collisions: 77 Wall collisions: 136
Particle 256: 104.38094484 12183.20732322 2425.49123914 3389.73373278
Particle Collisions: 59 Wall collisions: 134
Particle 257: 14943.49448494 6095.21244005 -4175.58425251 985.95886412
Particle Collisions: 51 Wall collisions: 138
Particle 258: 6358.57969782 2209.99693961 -4247.08224386 -3816.70076012
Particle Collisions: 67 Wall collisions: 136
Particle 259: 1727.12111937 9505.30073054 -2388.89080905 2376.07518264
Particle Collisions: 75 Wall collisions: 120
Particle 260: 1296.36907007 1271.24949628 -3655.35670111 -841.93043112
Particle Collisions: 68 Wall collisions: 131
Particle 261: 10646.46008022 3438.06638202 -4214.78357818 4687.01327640
Particle Collisions: 51 Wall collisions: 138
Particle 262: 2948.82762978 5398.46374362 -2089.43952736 -2671.57384515
Particle Collisions: 66 Wall collisions: 127
Particle 263: 11889.26776973 8932.10160210 716.76327875 4030.00905293
Particle Collisions: 55 Wall collisions: 132
Particle 264: 13503.21463858 17414.77896926 3722.24607095 -4616.74855811
Particle Collisions: 65 Wall collisions: 146
Particle 265: 14845.41973955 9451.84927100 -2128.78634271 4192.07408354
Particle Collisions: 64 Wall collisions: 121
Particle 266: 5249.79685228 11788.97754968 -4908.80228922 -2080.21705262
Particle Collisions: 68 Wall collisions: 141
Particle 267: 5364.21434412 18877.86309310 -4261.83558170 -3640.31414004
Particle Collisions: 76 Wall collisions: 125
Particle 268: 12679.09895205 5748.01965118 2944.28553683 3183.89590286
Particle Collisions: 51 Wall collisions: 142
Particle 269: 981.30145401 4379.71999150 -3538.91481214 4378.71999150
Particle Collisions: 60 Wall collisions: 144
Particle 270: 7264.59156633 413.32163513 -1971.90353538 1494.41537066
Particle Collisions: 61 Wall collisions: 141
Particle 271: 16564.18112046 10454.72420259 -1889.95690823 1057.70679608
Particle Collisions: 73 Wall collisions: 117
Particle 272: 4882.81592285 11052.68273514 3141.25387383 -2966.94157248
Particle Collisions: 60 Wall collisions: 146
Particle 273: 7216.81702776 8084.70940795 -4576.75862405 -1245.17882043
Particle Collisions: 65 Wall collisions: 149
Particle 274: 11421.98039769 16633.80668528 3979.17038598 -3475.66782359
Particle Collisions: 67 Wall collisions: 130
Particle 275: 16735.05758683 5895.03409534 -3565.50401380 1573.30309806
Particle Collisions: 59 Wall collisions: 130
Particle 276: 11518.43570629 11715.01273470 -4658.53400157 1082.30048655
Particle Collisions: 62 Wall collisions: 119
Particle 277: 1487.73713695 12928.99818761 -3556.92348863 -1882.64007250
Particle Collisions: 61 Wall collisions: 142
Particle 278: 3551.10489742 13223.35169216 2240.33556912 2850.94763380
Particle Collisions: 63 Wall collisions: 127
Particle 279: 13490.17100827 11138.71426754 3214.44439107 -3819.88164580
Particle Collisions: 57 Wall collisions: 135
Particle 280: 1053.79240721 125.76722334 3573.64922108 -1560.33822065
Particle Collisions: 66 Wall collisions: 136
Particle 281: 9111.12104574 13455.01118189 -915.11029008 -2606.25351724
Particle Collisions: 71 Wall collisions: 128
Particle 282: 9436.92369054 6576.21744665 3512.19540858 1899.79326969
Particle Collisions: 64 Wall collisions: 128
Particle 283: 7135.16227199 10996.06423612 -3286.18377280 874.09304393
Particle Collisions: 70 Wall collisions: 126
Particle 284: 8969.80596035 1754.04782659 -2838.16796376 1758.07391661
Particle Collisions: 77 Wall collisions: 118
Particle 285: 3509.47522219 12201.56990384 -2926.65443909 -2653.62755953
Particle Collisions: 56 Wall collisions: 134
Particle 286: 7831.40244234 8734.02748836 3686.17127906 4366.51374418
Particle Collisions: 73 Wall collisions: 129
Particle 287: 1202.45882327 1.00000000 2068.38962742 -2988.04553315
Particle Collisions: 65 Wall collisions: 155
Particle 288: 13873.98408932 13853.78142460 2560.06847213 2770.55628492
Particle Collisions: 63 Wall collisions: 140
Particle 289: 16276.69377483 14785.13475799 474.93998686 -1523.78842005
Particle Collisions: 57 Wall collisions: 145
Particle 290: 7030.80951892 14289.95206717 -2827.01245016 -2111.89574664
Particle Collisions: 70 Wall collisions: 134
Particle 291: 18563.76554214 15568.85148607 -1435.23445786 4376.16344100
Particle Collisions: 64 Wall collisions: 137
Particle 292: 18419.67030744 5666.18212789 3051.72910064 2067.68652219
Particle Collisions: 51 Wall collisions: 133
Particle 293: 8042.62488613 14733.97969652 4704.73284267 1361.77966571
Particle Collisions: 56 Wall collisions: 135
Particle 294: 1837.94966132 13886.67581987 1495.59717804 -2090.48114446
Particle Collisions: 54 Wall collisions: 137
Particle 295: 19471.34910792 7401.87472269 4553.22936620 -1836.13037157
Particle Collisions: 46 Wall collisions: 131
Particle 296: 18871.52798063 13542.77109113 -1159.86010043 -4428.90836218
Particle Collisions: 59 Wall collisions: 135
Particle 297: 9476.92751319 10443.38167196 -2604.45933832 826.33406136
Particle Collisions: 73 Wall collisions: 128
Particle 298: 13284.86934171 13926.34006572 1888.01008679 4586.06490125
Particle Collisions: 74 Wall collisions: 130
Particle 299: 13401.74766460 9389.86196141 -3298.62616770 1104.90739137
Particle Collisions: 69 Wall collisions: 124
Particle 300: 10639.63222846 8252.38450837 -2770.01034546 1001.28377905
Particle Collisions: 69 Wall collisions: 144
Particle 301: 3081.93514377 12578.85690451 -3557.06655351 -4200.85913933
Particle Collisions: 73 Wall collisions: 140
Particle 302: 5022.09861451 18751.53541276 2328.77837354 -4674.61841813
Particle Collisions: 69 Wall collisions: 149
Particle 303: 1172.49821136 5738.60834932 -2885.69722602 -4863.57220498
Particle Collisions: 71 Wall collisions: 134
Particle 304: 19516.28968151 13618.12296228 987.10389516 -4536.95485083
Particle Collisions: 76 Wall collisions: 133
Particle 305: 8245.37323711 19070.01336809 -4316.64938014 -3619.79125181
Particle Collisions: 66 Wall collisions: 124
Particle 306: 4297.87456745 6505.36379521 4407.27217546 3252.18189760
Particle Collisions: 52 Wall collisions: 120
Particle 307: 17060.39884039 4681.75489052 3984.18167580 2526.83711544
Particle Collisions: 67 Wall collisions: 134
Particle 308: 7593.55223962 3456.80577698 2807.82674097 -1176.23808363
Particle Collisions: 68 Wall collisions: 153
Particle 309: 10598.91156886 7084.76324461 2619.11888626 3151.54052089
Particle Collisions: 68 Wall collisions: 129
Particle 310: 18570.68794817 17409.78685756 -772.93096725 -901.45630177
Particle Collisions: 65 Wall collisions: 126
Particle 311: 1264.82857169 16365.78526087 -1275.42313994 -4738.29063393
Particle Collisions: 60 Wall collisions: 131
Particle 312: 5225.41093654 11728.11061398 -2732.98617949 1540.15510844
Particle Collisions: 78 Wall collisions: 127
Particle 313: 8367.94363399 19541.17684639 -4378.70487761 -896.86614204
Particle Collisions: 67 Wall collisions: 135
Particle 314: 5601.56166203 6309.80386685 2542.16465298 -3891.81525746
Particle Collisions: 84 Wall collisions: 131
Particle 315: 3907.25187816 7383.68801991 -2776.13447091 3623.90570018
Particle Collisions: 48 Wall collisions: 141
Particle 316: 11831.15139802 12380.86047842 -2834.74584840 -594.29613667
Particle Collisions: 73 Wall collisions: 130
Particle 317: 15223.33589497 18517.21625567 -394.82023340 -3557.06790243
Particle Collisions: 61 Wall collisions: 136
Particle 318: 18424.35171161 5869.04945340 1861.94696065 1504.24617347
Particle Collisions: 70 Wall collisions: 134
Particle 319: 17342.49746895 10294.60089429 -2964.89396098 2612.61120547
Particle Collisions: 70 Wall collisions: 130
Particle 320: 17864.61437392 9111.45138910 1372.37954082 -3616.40325278
Particle Collisions: 59 Wall collisions: 129
Particle 321: 16628.03370953 10664.06367902 -3338.42375578 -1659.37834498
Particle Collisions: 62 Wall collisions: 120
Particle 322: 10112.52440633 11969.94927003 1672.75135591 3897.65693362
Particle Collisions: 67 Wall collisions: 132
Particle 323: 2228.12448691 7747.19896839 3689.24442108 -2964.31018533
Particle Collisions: 69 Wall collisions: 140
Particle 324: 10546.86168024 16153.61204808 -1254.17130323 1869.87430022
Particle Collisions: 65 Wall collisions: 125
Particle 325: 11406.36665558 17621.21424922 -3529.71701527 3206.27358525
Particle Collisions: 67 Wall collisions: 128
Particle 326: 16490.53620767 14580.57614413 1423.99805440 -843.09510632
Particle Collisions: 67 Wall collisions: 141
Particle 327: 8878.01243696 10960.73997873 -2325.64979035 -2941.97457096
Particle Collisions: 68 Wall collisions: 134
Particle 328: 8827.17775802 4108.65984456 -2689.42400918 1816.71795753
Particle Collisions: 74 Wall collisions: 124
Particle 329: 3642.27787999 3558.30611433 1649.19910759 4694.12595037
Particle Collisions: 65 Wall collisions: 139
Particle 330: 12058.37594492 15343.67572406 -1027.65165830 1121.90027204
Particle Collisions: 65 Wall collisions: 124
Particle 331: 4616.18878017 16371.71059254 2810.61548137 1384.20633809
Particle Collisions: 75 Wall collisions: 122
Particle 332: 2864.58897017 4251.49029388 2863.58897017 3569.63923211
Particle Collisions: 62 Wall collisions: 137
Particle 333: 5241.30944437 19710.67756116 -3757.77942035 2049.88719081
Particle Collisions: 76 Wall collisions: 131
Particle 334: 13363.04006627 2713.69945238 3394.56308997 1797.07562662
Particle Collisions: 59 Wall collisions: 140
Particle 335: 6179.79272801 18057.32817398 -4606.40242400 4743.52226332
Particle Collisions: 64 Wall collisions: 141
Particle 336: 7876.54697387 2698.65443777 -4636.22637874 -2252.43684855
Particle Collisions: 52 Wall collisions: 124
Particle 337: 9343.55349661 7655.79544943 -676.52886291 -662.04089613
Particle Collisions: 72 Wall collisions: 131
Particle 338: 6075.56224566 9902.10339565 3847.19793974 4318.79493464
Particle Collisions: 72 Wall collisions: 132
Particle 339: 989.88834055 13552.79578401 3261.24435217 -2288.09095086
Particle Collisions: 52 Wall collisions: 135
Particle 340: 12127.59538325 2838.65481038 -3935.70230837 -3912.56816933
Particle Collisions: 71 Wall collisions: 133
Particle 341: 2923.56260236 4266.97401048 2922.56260236 4219.02160870
Particle Collisions: 80 Wall collisions: 143
Particle 342: 5513.01346823 3549.51567428 -3632.66581294 -4340.65661720
Particle Collisions: 66 Wall collisions: 140
Particle 343: 13736.50580563 12206.14189997 -1395.50271577 3051.28547499
Particle Collisions: 70 Wall collisions: 136
Particle 344: 7647.97484609 1068.59930229 4445.15773388 2422.53049494
Particle Collisions: 78 Wall collisions: 117
Particle 345: 5642.04599247 14495.58883744 2902.28130576 -2505.82226852
Particle Collisions: 62 Wall collisions: 139
Particle 346: 18739.25750618 352.98448427 2462.59672638 -1271.23477699
Particle Collisions: 56 Wall collisions: 134
Particle 347: 15488.46715113 1934.69346597 -1284.78813325 -3731.46206605
Particle Collisions: 61 Wall collisions: 140
Particle 348: 804.39388982 7277.74914720 4638.94711452 4805.11419738
Particle Collisions: 61 Wall collisions: 129
Particle 349: 15342.83136067 5265.61548268 1625.22395161 5028.95727585
Particle Collisions: 73 Wall collisions: 119
Particle 350: 4488.64120999 19715.95602466 3272.76893395 -4919.33245272
Particle Collisions: 68 Wall collisions: 139
Particle 351: 1971.20002459 14916.38704186 -3174.72176809 2983.07740837
Particle Collisions: 75 Wall collisions: 128
Particle 352: 3432.18092271 5024.26529878 4761.91683017 3579.74330461
Particle Collisions: 72 Wall collisions: 126
Particle 353: 10408.24169311 19461.62752442 -2438.03489647 2821.82611210
Particle Collisions: 70 Wall collisions: 136
Particle 354: 7798.80930116 486.84684303 -2440.03813977 -3291.76880367
Particle Collisions: 67 Wall collisions: 133
Particle 355: 11018.85862375 17867.32536396 705.85396119 2977.72089399
Particle Collisions: 72 Wall collisions: 126
Particle 356: 11255.39807729 6789.86089864 4006.09316539 1141.71650156
Particle Collisions: 80 Wall collisions: 141
Particle 357: 19578.01971412 10011.72126741 650.83840920 -3646.39331080
Particle Collisions: 59 Wall collisions: 136
Particle 358: 6159.43116856 14848.84023415 -718.25947639 4157.88001301
Particle Collisions: 59 Wall collisions: 139
Particle 359: 14362.16585722 12381.34855758 -1172.36665415 -1977.49467897
Particle Collisions: 75 Wall collisions: 125
Particle 360: 12073.47379988 15411.36744319 -2783.74978633 481.29483352
Particle Collisions: 61 Wall collisions: 131
Particle 361: 8430.46173739 7386.12934096 3119.83072412 -4381.96882363
Particle Collisions: 74 Wall collisions: 126
Particle 362: 7334.41791329 6518.20906808 1177.37593299 3568.41767758
Particle Collisions: 57 Wall collisions: 124
Particle 363: 8438.42870175 16310.51673014 -4851.52887753 3108.67937141
Particle Collisions: 64 Wall collisions: 136
Particle 364: 1436.63749638 12371.29566444 2829.38624011 2767.92750551
Particle Collisions: 87 Wall collisions: 114
Particle 365: 6045.72234655 17564.98262008 3257.61738841 2891.61011468
Particle Collisions: 65 Wall collisions: 123
Particle 366: 10938.23674287 9699.15644886 -2641.70575065 4225.57869053
Particle Collisions: 64 Wall collisions: 125
Particle 367: 12148.00563714 16453.52910970 -1784.89375350 -1881.14415126
Particle Collisions: 56 Wall collisions: 136
Particle 368: 13879.90526466 14613.90797258 -1602.83037046 -1799.44686281
Particle Collisions: 51 Wall collisions: 126
Particle 369: 18664.91457845 12832.77222632 3889.53947028 -2344.26776284
Particle Collisions: 66 Wall collisions: 137
Particle 370: 11707.68174759 18650.29133340 -1223.58285811 -1006.73825930
Particle Collisions: 46 Wall collisions: 131
Particle 371: 7537.48920430 10499.35068751 -4597.14190574 762.72426039
Particle Collisions: 50 Wall collisions: 142
Particle 372: 8521.02410473 15734.71998170 -728.77095389 -3647.09531372
Particle Collisions: 70 Wall collisions: 122
Particle 373: 4037.23738389 10544.02138871 -1377.10829761 4755.41647301
Particle Collisions: 81 Wall collisions: 137
Particle 374: 7907.64378026 9178.17197979 -1614.20307699 -3030.61662181
Particle Collisions: 45 Wall collisions: 145
Particle 375: 17384.26070444 19999.00000000 -3772.52765830 3267.57454993
Particle Collisions: 54 Wall collisions: 117
Particle 376: 19926.97748606 944.27488828 2421.23918391 -1128.22597668
Particle Collisions: 60 Wall collisions: 127
Particle 377: 7571.75632043 9435.33233132 -1275.75121619 -2163.51426567
Particle Collisions: 69 Wall collisions: 133
Particle 378: 4332.50313484 1273.88310625 1333.07508939 2042.22943687
Particle Collisions: 69 Wall collisions: 147
Particle 379: 4214.63691127 7383.73658094 -1578.63658436 2032.46074385
Particle Collisions: 64 Wall collisions: 123
Particle 380: 9962.64019719 3197.54522748 3718.02464016 -3519.55184191
Particle Collisions: 75 Wall collisions: 120
Particle 381: 8425.19629602 17461.68602384 -4096.13074779 -2835.36845922
Particle Collisions: 65 Wall collisions: 133
Particle 382: 13083.50045937 8855.27320194 804.03778200 -3714.57559935
Particle Collisions: 66 Wall collisions: 111
Particle 383: 8504.09042448 7194.98865239 4750.18173741 -3501.87417086
Particle Collisions: 64 Wall collisions: 130
Particle 384: 12833.06704434 7632.27777461 1444.97651555 -1545.84027817
Particle Collisions: 55 Wall collisions: 123
Particle 385: 1.00000000 7872.02472922 -3610.25272428 4982.08409858
Particle Collisions: 70 Wall collisions: 118
Particle 386: 11417.80639090 14469.87944483 -4107.64610026 -1857.77997317
