Final particle positions and velocities
Particle Collisions: 63 Wall collisions: 138
Particle 943: 13397.01571093 2174.94258032 1045.75325527 -3862.10905311
Particle Collisions: 58 Wall collisions: 141
Particle 944: 13211.81659039 7011.27867696 2090.02783867 1814.96679193
Particle Collisions: 63 Wall collisions: 125
Particle 945: 16672.98435350 11444.80507824 1702.04986653 -2337.15729819
Particle Collisions: 42 Wall collisions: 124
Particle 946: 6339.17081519 8963.70092007 3189.55363485 3620.08761501
Particle Collisions: 59 Wall collisions: 124
Particle 947: 13542.31481221 6314.32911874 4788.02164597 2105.50089398
Particle Collisions: 63 Wall collisions: 135
Particle 948: 11435.58054357 5368.22037798 -4267.60283808 -3167.45954736
Particle Collisions: 52 Wall collisions: 131
Particle 949: 12630.69523314 11747.81055085 -2038.56021055 -2750.39648305
Particle Collisions: 48 Wall collisions: 131
Particle 950: 3957.85489196 10056.87223329 -4762.97122955 1433.48175182
Particle Collisions: 60 Wall collisions: 129
Particle 951: 18286.33936971 14872.63865453 -4324.29380182 1242.86721676
Particle Collisions: 65 Wall collisions: 132
Particle 952: 4911.57120295 15259.47623126 -2187.16764546 1398.73590778
Particle Collisions: 67 Wall collisions: 120
Particle 953: 16447.84501027 17542.90899230 3266.14596630 -3916.15126338
Particle Collisions: 75 Wall collisions: 133
Particle 954: 7220.70983587 8417.42633725 -2359.28442428 1978.64423776
Particle Collisions: 81 Wall collisions: 133
Particle 955: 15000.19625144 12431.67297767 -3109.02814958 1229.79447686
Particle Collisions: 64 Wall collisions: 118
Particle 956: 4465.88890701 12687.92208137 3067.49408157 -1471.25719596
Particle Collisions: 64 Wall collisions: 145
Particle 957: 6367.38292438 8865.34131899 -3114.49258884 2216.08532975
Particle Collisions: 60 Wall collisions: 125
Particle 958: 17751.89302449 4498.27438160 -1168.26483846 -3255.03497861
Particle Collisions: 46 Wall collisions: 133
Particle 959: 10280.07511382 1722.78583994 4629.67048765 3786.95373565
Particle Collisions: 58 Wall collisions: 117
Particle 960: 15940.01209356 18073.95858772 -3730.34126616 -1925.04141228
Particle Collisions: 66 Wall collisions: 129
Particle 961: 16618.35024758 4603.59728275 788.01736743 918.19547039
Particle Collisions: 64 Wall collisions: 119
Particle 962: 1134.05883118 19999.00000000 4121.52114503 3638.50556654
Particle Collisions: 58 Wall collisions: 132
Particle 963: 18096.67152387 1415.17506533 650.37059861 -4504.98833443
Particle Collisions: 54 Wall collisions: 132
Particle 964: 12808.79152142 19194.51904396 2742.42429252 4838.07323194
Particle Collisions: 53 Wall collisions: 111
Particle 965: 13350.33971705 19805.38191838 1344.76944331 -2417.80289179
Particle Collisions: 58 Wall collisions: 124
Particle 966: 13084.62873289 1143.60918976 -1846.42183179 -2227.08007387
Particle Collisions: 61 Wall collisions: 109
Particle 967: 8695.61194843 3066.36423625 1242.08742120 3914.48480024
Particle Collisions: 61 Wall collisions: 137
Particle 968: 7067.04979835 6350.97907564 -2569.26550653 3647.76402900
Particle Collisions: 57 Wall collisions: 145
Particle 969: 13227.13530078 10265.79394391 2862.57992877 903.60417889
Particle Collisions: 54 Wall collisions: 138
Particle 970: 10217.28044039 12575.13104425 -3551.11049724 1002.81327236
Particle Collisions: 68 Wall collisions: 144
Particle 971: 14380.90777757 18250.26683614 3390.83149813 1824.92668361
Particle Collisions: 48 Wall collisions: 129
Particle 972: 2619.92568604 18303.28552421 -3387.41592333 1491.57657250
Particle Collisions: 65 Wall collisions: 122
Particle 973: 2862.62078251 4900.86996808 2861.62078251 1697.38013883
Particle Collisions: 61 Wall collisions: 144
Particle 974: 4345.12948134 3131.86745528 -2247.19947401 4359.83017751
Particle Collisions: 66 Wall collisions: 128
Particle 975: 1015.55035314 13818.19101310 3066.38441803 736.56099685
Particle Collisions: 55 Wall collisions: 128
Particle 976: 2867.19488184 4214.09882063 2467.98346052 -1697.99923592
Particle Collisions: 49 Wall collisions: 130
Particle 977: 6811.13713496 7313.16942687 1712.20074415 3413.77117836
Particle Collisions: 67 Wall collisions: 125
Particle 978: 6566.58059503 13796.33577705 -1127.85547017 3969.28928762
Particle Collisions: 63 Wall collisions: 110
Particle 979: 13928.13059713 12923.79788967 737.28004406 3665.11332298
Particle Collisions: 54 Wall collisions: 116
Particle 980: 2233.98263154 15348.22641096 3545.67329809 1701.65996724
Particle Collisions: 62 Wall collisions: 128
Particle 981: 10108.85170537 857.32077151 -4464.91202777 4541.78433183
Particle Collisions: 60 Wall collisions: 125
Particle 982: 4254.43484207 2895.10286798 -1893.75604443 2861.51285850
Particle Collisions: 68 Wall collisions: 121
Particle 983: 3996.89528974 10297.97060932 -1300.96304629 1411.41603062
Particle Collisions: 65 Wall collisions: 120
Particle 984: 14167.81173843 11721.57406351 2776.07265588 1301.42847522
Particle Collisions: 76 Wall collisions: 139
Particle 985: 18202.10770817 15545.42585380 -228.82662658 3456.94290283
Particle Collisions: 44 Wall collisions: 135
Particle 986: 3041.67749599 6318.96853426 -3299.41362160 -1424.12860663
Particle Collisions: 62 Wall collisions: 144
Particle 987: 2305.94649348 1532.91872522 -1936.95236628 -4339.58399257
Particle Collisions: 52 Wall collisions: 132
Particle 988: 7396.25186227 10860.21510666 -3966.39410986 -971.91102374
Particle Collisions: 57 Wall collisions: 134
Particle 989: 9474.83338575 19366.64559059 -3180.49343891 874.00647156
Particle Collisions: 79 Wall collisions: 125
Particle 990: 5035.70558501 1733.01502921 -1342.40865481 -4624.16986455
Particle Collisions: 55 Wall collisions: 119
Particle 991: 9844.87505683 2816.36156570 2842.86014658 -4240.44178082
Particle Collisions: 55 Wall collisions: 133
Particle 992: 17230.64350670 1617.66526908 -1642.20049530 3810.65244203
Particle Collisions: 55 Wall collisions: 123
Particle 993: 18204.37117205 15096.55062543 2168.79259163 3868.06737664
Particle Collisions: 67 Wall collisions: 130
Particle 994: 8911.13419213 6500.01051520 2212.84496286 1457.67847784
Particle Collisions: 56 Wall collisions: 138
Particle 995: 12082.39951085 13439.73933864 3286.07493152 1576.28120889
Particle Collisions: 70 Wall collisions: 131
Particle 996: 19047.62146871 3016.93613279 1195.68073725 -2013.58904366
Particle Collisions: 66 Wall collisions: 123
Particle 997: 11185.47881792 6724.56759868 -2411.69883055 -1008.05170137
Particle Collisions: 60 Wall collisions: 136
Particle 998: 9079.63327932 16314.83613536 4756.71321195 1010.90732850
Particle Collisions: 68 Wall collisions: 111
Particle 999: 12163.78137239 7451.01083116 4525.68071063 -2618.72434056
Particle Collisions: 55 Wall collisions: 129
Particle 1000: 3280.20725587 4751.37222656 2334.41657366 -3070.75616165
Particle Collisions: 74 Wall collisions: 127
Particle 1001: 18318.59182196 13261.12180278 673.95717251 1964.97786735
Particle Collisions: 55 Wall collisions: 144
Particle 1002: 5253.68935511 8702.45125299 -4859.44590218 1313.07426180
Particle Collisions: 63 Wall collisions: 122
Particle 1003: 1.00000000 19527.13206752 -2672.10351906 -4069.80648403
Particle Collisions: 78 Wall collisions: 137
Particle 1004: 12043.36269889 5951.98085179 3333.00246159 4360.74868949
Particle Collisions: 68 Wall collisions: 119
Particle 1005: 9484.24045344 19190.96441605 -2280.49935930 3095.90211793
Particle Collisions: 47 Wall collisions: 119
Particle 1006: 8615.16560373 13216.09364031 4742.56971411 -2349.85500101
Particle Collisions: 71 Wall collisions: 109
Particle 1007: 159.57099970 12691.91037223 3882.59856559 -1820.33930852
Particle Collisions: 54 Wall collisions: 138
Particle 1008: 11180.20466512 9806.83497712 4015.80570636 5033.51027884
Particle Collisions: 74 Wall collisions: 136
Particle 1009: 16500.47690772 11861.47719557 2002.40866519 -1213.00761448
Particle Collisions: 59 Wall collisions: 120
Particle 1010: 7606.05481809 11953.63425141 -1200.48532321 -2425.13181426
Particle Collisions: 57 Wall collisions: 134
Particle 1011: 8578.14501612 1383.46289177 929.71231349 -2747.88111048
Particle Collisions: 68 Wall collisions: 137
Particle 1012: 17717.04801337 14502.33208733 -2749.17465646 4564.71510277
Particle Collisions: 78 Wall collisions: 125
Particle 1013: 18564.32402790 6535.73764488 -2693.27833538 3267.36882244
Particle Collisions: 57 Wall collisions: 130
Particle 1014: 1955.43008755 7763.07948631 2550.12647098 3157.27035191
Particle Collisions: 56 Wall collisions: 133
Particle 1015: 5331.99333562 9781.31974344 1164.53378073 -1547.43340033
Particle Collisions: 56 Wall collisions: 130
Particle 1016: 6974.74325049 4432.30343783 2054.66587073 -3717.89489537
Particle Collisions: 69 Wall collisions: 130
Particle 1017: 11519.31997031 14771.59614972 3591.17594570 -983.82982124
Particle Collisions: 62 Wall collisions: 127
Particle 1018: 6570.51542963 14145.21615428 -3181.68771693 -2804.13461149
Particle Collisions: 57 Wall collisions: 119
Particle 1019: 18974.63970833 17323.63649245 -4062.43552157 -1988.32021652
Particle Collisions: 59 Wall collisions: 125
Particle 1020: 14332.81401602 10812.10885118 440.97068642 -1920.79717375
Particle Collisions: 62 Wall collisions: 126
Particle 1021: 4751.99173030 13636.85336344 1947.90120857 -3181.07331828
Particle Collisions: 67 Wall collisions: 124
Particle 1022: 10058.99979125 2770.77332979 2552.85835228 2213.96592015
Particle Collisions: 45 Wall collisions: 147
Particle 1023: 6498.94562115 15358.38143901 -719.04497932 3214.12558536
Particle Collisions: 64 Wall collisions: 122
Particle 1024: 5978.19363787 5874.74326323 2270.54757207 695.52153764
Particle Collisions: 47 Wall collisions: 137
Particle 1025: 6289.80912381 12735.72639651 -2901.00160595 2044.66214307
Particle Collisions: 62 Wall collisions: 121
Particle 1026: 1896.50261496 18925.60210817 -412.10651589 3751.98927565
Particle Collisions: 58 Wall collisions: 118
Particle 1027: 7993.01211762 312.70416762 -4598.90288993 4456.07362562
Particle Collisions: 69 Wall collisions: 119
Particle 1028: 3099.65661586 18856.57406831 607.80675305 -1593.57020933
Particle Collisions: 65 Wall collisions: 126
Particle 1029: 13662.19924153 11587.74856204 -2782.33819996 1470.51923787
Particle Collisions: 72 Wall collisions: 134
Particle 1030: 7290.90991820 19374.45881676 1993.12694077 2320.49578700
Particle Collisions: 67 Wall collisions: 125
Particle 1031: 3829.40485826 11668.99667777 -3351.14054209 -3114.03198009
Particle Collisions: 87 Wall collisions: 113
Particle 1032: 13154.11346714 11747.82088719 -2576.85686456 -4125.58955640
Particle Collisions: 54 Wall collisions: 131
Particle 1033: 15990.96916823 11279.64639607 697.45062035 1191.14049389
Particle Collisions: 51 Wall collisions: 122
Particle 1034: 5622.47112249 1107.11149005 -4043.10041166 -2538.92813174
Particle Collisions: 59 Wall collisions: 133
Particle 1035: 11593.99690245 16937.21210547 -4202.50154877 858.03981553
Particle Collisions: 77 Wall collisions: 122
Particle 1036: 5368.95335239 1284.67661107 3087.09957162 630.87916499
Particle Collisions: 57 Wall collisions: 124
Particle 1037: 4870.98712422 4683.35974646 614.77788525 -2529.41054850
Particle Collisions: 65 Wall collisions: 129
Particle 1038: 13346.26476668 15100.12982540 -2142.34394685 3093.02726095
Particle Collisions: 63 Wall collisions: 114
Particle 1039: 10899.87641077 5957.79618199 2150.39522876 -2808.24076360
Particle Collisions: 57 Wall collisions: 128
Particle 1040: 10209.28809198 2003.92183075 4255.53298907 1536.69440771
Particle Collisions: 71 Wall collisions: 114
Particle 1041: 15588.23351837 3380.36899631 -1500.35499612 3968.34166046
Particle Collisions: 62 Wall collisions: 139
Particle 1042: 15498.64490310 13701.01811961 849.91326542 988.01962065
Particle Collisions: 71 Wall collisions: 141
Particle 1043: 19140.42186912 10917.04198725 875.73791317 4967.17031632
Particle Collisions: 64 Wall collisions: 122
Particle 1044: 12189.84916578 7852.02263895 -887.63908153 -4252.10985485
Particle Collisions: 63 Wall collisions: 135
Particle 1045: 7184.40564520 5397.86045027 -981.07346290 -2754.93031014
Particle Collisions: 59 Wall collisions: 150
Particle 1046: 13701.61779967 16413.32122033 4782.68502170 -743.94757279
Particle Collisions: 50 Wall collisions: 134
Particle 1047: 9399.70423898 10291.35518381 2349.67605975 3439.58650921
Particle Collisions: 52 Wall collisions: 114
Particle 1048: 15451.19322611 16412.47847074 -4547.80677389 -2936.41955374
Particle Collisions: 61 Wall collisions: 116
Particle 1049: 15956.44281564 3346.17244485 958.93511527 -1533.77146794
Particle Collisions: 62 Wall collisions: 120
Particle 1050: 3062.17785027 13819.15168476 2690.40292718 2844.93500443
Particle Collisions: 68 Wall collisions: 110
Particle 1051: 16690.72357439 17268.30884423 -3481.54593258 2206.55404150
Particle Collisions: 53 Wall collisions: 134
Particle 1052: 11679.60542852 12197.45998545 1258.73340532 -604.65466837
Particle Collisions: 61 Wall collisions: 134
Particle 1053: 9905.03268899 11131.48218905 -841.16394258 2581.44732608
Particle Collisions: 56 Wall collisions: 138
Particle 1054: 18910.01767999 14143.06640786 3201.03005456 4714.02213595
Particle Collisions: 70 Wall collisions: 133
Particle 1055: 1333.69426058 1674.23686381 3946.29381849 -1308.91165259
Particle Collisions: 56 Wall collisions: 130
Particle 1056: 16196.32385782 16516.48272542 -233.81184336 5505.16090847
Particle Collisions: 64 Wall collisions: 135
Particle 1057: 688.31990378 16693.81632827 687.31990378 -3123.02021422
Particle Collisions: 74 Wall collisions: 115
Particle 1058: 14818.68654978 12397.53543359 2091.29672993 3274.53346460
Particle Collisions: 55 Wall collisions: 132
Particle 1059: 2030.24759549 578.21018777 -4608.27215992 1847.96953631
Particle Collisions: 63 Wall collisions: 125
Particle 1060: 5747.00283261 17781.21319261 -4733.03165960 -4205.33155766
Particle Collisions: 74 Wall collisions: 127
Particle 1061: 7254.26457214 18553.57300861 2681.00735095 1171.02088528
Particle Collisions: 60 Wall collisions: 120
Particle 1062: 10617.82762719 12332.70737392 -4605.86003554 -943.54098973
Particle Collisions: 58 Wall collisions: 117
Particle 1063: 5138.04329405 12064.62766679 5014.78258823 3427.64594734
Particle Collisions: 71 Wall collisions: 132
Particle 1064: 17539.13957994 1896.71886889 -2189.55309516 1895.71886889
Particle Collisions: 55 Wall collisions: 132
Particle 1065: 9579.24289013 15495.62657280 -2602.19355270 -658.61862912
Particle Collisions: 64 Wall collisions: 138
Particle 1066: 133.15441131 6056.08657537 -1511.06277113 -871.43208904
Particle Collisions: 46 Wall collisions: 124
Particle 1067: 5763.59902773 7063.56207817 4021.19735554 -2724.41650806
Particle Collisions: 57 Wall collisions: 121
Particle 1068: 7539.49616814 8169.62693795 3311.74572371 4084.31346897
Particle Collisions: 76 Wall collisions: 124
Particle 1069: 8601.06878598 16088.09174078 -3143.45118084 -1955.45412961
Particle Collisions: 57 Wall collisions: 124
Particle 1070: 13675.26441865 19382.21453309 -2131.11956409 4963.90157904
Particle Collisions: 80 Wall collisions: 120
Particle 1071: 14009.79885375 15118.73403612 -2994.60057312 -2353.18754699
Particle Collisions: 71 Wall collisions: 136
Particle 1072: 9527.38225688 8934.15313564 1737.59248673 -2721.49006248
Particle Collisions: 52 Wall collisions: 133
Particle 1073: 15632.79168649 13489.09797472 3540.08434939 2915.54968471
Particle Collisions: 48 Wall collisions: 126
Particle 1074: 3855.36348641 2256.95792335 911.66758015 2421.52442220
Particle Collisions: 64 Wall collisions: 132
Particle 1075: 19593.33975044 18594.28552817 933.47063413 4648.32138204
Particle Collisions: 75 Wall collisions: 135
Particle 1076: 19888.42982539 6582.61561892 -1149.54638216 2615.48605348
Particle Collisions: 71 Wall collisions: 129
Particle 1077: 10621.12547093 353.60334298 2101.16842280 -56.61982598
Particle Collisions: 67 Wall collisions: 134
Particle 1078: 4940.20104136 19227.32729622 -1859.16848114 -1874.97252802
Particle Collisions: 51 Wall collisions: 119
Particle 1079: 18505.88953253 18431.47531704 2821.63365884 3765.09589191
Particle Collisions: 51 Wall collisions: 121
Particle 1080: 9373.54567063 19834.36654206 3828.90387215 -2044.93724645
Particle Collisions: 53 Wall collisions: 134
Particle 1081: 6058.72846995 10652.30835926 -3353.09331493 3199.93659325
Particle Collisions: 75 Wall collisions: 124
Particle 1082: 17606.12385238 16027.53776629 -2334.55991599 -3971.46223371
Particle Collisions: 63 Wall collisions: 134
Particle 1083: 19999.00000000 9405.38978504 2045.66497737 -1352.90184900
Particle Collisions: 72 Wall collisions: 121
Particle 1084: 8726.18061584 11113.02271755 -3501.22030908 3829.01963887
Particle Collisions: 50 Wall collisions: 111
Particle 1085: 9041.87118165 12152.48798879 -1629.21730623 3508.58878108
Particle Collisions: 68 Wall collisions: 130
Particle 1086: 15259.90436371 5208.43901198 3646.97702269 1886.05806150
Particle Collisions: 56 Wall collisions: 129
Particle 1087: 10348.79806102 14986.86035547 -3317.32830450 2312.14269010
Particle Collisions: 63 Wall collisions: 142
Particle 1088: 6666.83035415 9063.06386067 3242.58876270 -616.30824365
Particle Collisions: 63 Wall collisions: 133
Particle 1089: 14431.04820503 10882.02530024 3551.63347354 -3920.56784123
Particle Collisions: 52 Wall collisions: 127
Particle 1090: 8661.47746256 480.83829554 -3372.81802309 -1263.23778368
Particle Collisions: 70 Wall collisions: 131
Particle 1091: 10135.39878052 9670.14433050 -3502.70168025 903.44369515
Particle Collisions: 76 Wall collisions: 128
Particle 1092: 19999.00000000 18483.58555883 3793.56960201 -4925.11127860
Particle Collisions: 57 Wall collisions: 145
Particle 1093: 1871.72407089 15902.07317100 3067.28397631 1819.61628436
Particle Collisions: 51 Wall collisions: 145
Particle 1094: 19394.79624500 7419.73949373 3037.23055961 4193.47569856
Particle Collisions: 52 Wall collisions: 136
Particle 1095: 8474.38638448 14044.82114400 -1177.50613171 -1239.19025143
Particle Collisions: 70 Wall collisions: 129
Particle 1096: 10794.41062858 19999.00000000 -2255.27476364 3274.66180314
Particle Collisions: 61 Wall collisions: 107
Particle 1097: 12046.13885426 4271.94325509 -3879.68298335 3688.91193792
Particle Collisions: 73 Wall collisions: 128
Particle 1098: 3712.14495711 16555.48133986 -987.86356901 -2798.67239441
Particle Collisions: 51 Wall collisions: 108
Particle 1099: 7104.29848622 10290.94065369 -850.74934104 -4854.02967316
Particle Collisions: 64 Wall collisions: 134
Particle 1100: 15109.01047191 17966.72223760 -746.83047193 -1087.34746385
Particle Collisions: 65 Wall collisions: 131
Particle 1101: 17956.98271432 12350.17042532 2996.16287865 3369.77789096
Particle Collisions: 61 Wall collisions: 124
Particle 1102: 3157.43152000 18739.62575277 -1411.91262719 -2991.52774971
Particle Collisions: 54 Wall collisions: 141
Particle 1103: 11091.00134508 18192.60582755 -3029.78024664 -1681.54137251
Particle Collisions: 58 Wall collisions: 121
Particle 1104: 17587.39638729 12710.29342156 -4410.34180453 -4400.41054411
Particle Collisions: 64 Wall collisions: 126
Particle 1105: 10941.27861647 10152.66495855 3970.50136272 3379.56185273
Particle Collisions: 64 Wall collisions: 137
Particle 1106: 7443.43477837 17938.61735691 4045.80121009 3188.37151300
Particle Collisions: 67 Wall collisions: 121
Particle 1107: 19661.97792376 1716.82798137 3932.19558475 -3516.53699562
Particle Collisions: 69 Wall collisions: 141
Particle 1108: 131.08368330 2972.55620023 821.94092850 -842.28388909
Particle Collisions: 63 Wall collisions: 127
Particle 1109: 39.86281504 4158.20300714 -4989.78429624 5394.44439272
Particle Collisions: 70 Wall collisions: 123
Particle 1110: 10285.14553454 8530.89551183 -1612.35716926 721.38835781
Particle Collisions: 58 Wall collisions: 130
Particle 1111: 7953.09558839 12326.92667472 -183.60310361 -694.97022411
Particle Collisions: 74 Wall collisions: 131
Particle 1112: 13460.61963681 11214.51741066 2684.32721959 2190.78510440
Particle Collisions: 57 Wall collisions: 133
Particle 1113: 955.30743675 8949.38955744 2513.78578089 3513.27853736
Particle Collisions: 70 Wall collisions: 125
Particle 1114: 14637.06697059 12770.90859515 3731.25832658 -2770.60900408
Particle Collisions: 59 Wall collisions: 128
Particle 1115: 17540.58893965 13032.08392386 -3568.76858973 1654.30053971
Particle Collisions: 54 Wall collisions: 140
Particle 1116: 2017.31912821 16755.01554564 -1895.03003045 1346.67402131
Particle Collisions: 65 Wall collisions: 113
Particle 1117: 11408.80051566 18557.22699022 -4534.56429331 523.58857887
Particle Collisions: 48 Wall collisions: 145
Particle 1118: 1431.23803072 3753.73169737 3712.40175615 -3135.35429925
Particle Collisions: 51 Wall collisions: 143
Particle 1119: 11273.14144666 9177.26947720 4026.44271252 -3490.47642883
Particle Collisions: 65 Wall collisions: 139
Particle 1120: 11360.07500070 3565.25104837 4761.69489583 -4927.55061754
Particle Collisions: 44 Wall collisions: 126
Particle 1121: 7202.73539473 496.25990573 2181.38109588 -1801.37344812
Particle Collisions: 63 Wall collisions: 133
Particle 1122: 2356.16832688 15168.44877376 4491.73407916 -4111.51589247
Particle Collisions: 62 Wall collisions: 137
Particle 1123: 15247.93154487 18182.64110852 -1634.84413357 4194.80958228
Particle Collisions: 77 Wall collisions: 137
Particle 1124: 7205.52709103 8097.24940393 1154.65452086 -1370.32635655
Particle Collisions: 68 Wall collisions: 124
Particle 1125: 9769.29751219 12204.32586246 -3783.26065621 3838.85388392
Particle Collisions: 69 Wall collisions: 138
Particle 1126: 5299.61975555 4060.46112490 -3674.84506111 -3646.66238984
Particle Collisions: 62 Wall collisions: 143
Particle 1127: 15333.36948929 3466.41782882 -1845.64217743 937.89781407
Particle Collisions: 52 Wall collisions: 117
Particle 1128: 5258.68218018 5366.21694887 -1761.93399754 2967.31115963
Particle Collisions: 57 Wall collisions: 133
Particle 1129: 910.73453403 12005.79678930 -1387.77272809 4206.18575912
Particle Collisions: 54 Wall collisions: 129
Particle 1130: 16133.90867309 3896.27241019 -469.02553978 1530.41951211
Particle Collisions: 53 Wall collisions: 132
Particle 1131: 13808.64757900 7618.06351744 -693.05305365 1980.42370811
Particle Collisions: 61 Wall collisions: 143
Particle 1132: 6088.65556838 2575.57354788 4262.67465217 -2503.36369676
Particle Collisions: 53 Wall collisions: 140
Particle 1133: 19686.99654893 18949.70758849 -1245.68095304 4668.83024437
Particle Collisions: 64 Wall collisions: 116
Particle 1134: 13841.05202506 19886.91034524 4552.63396820 -3225.04323633
Particle Collisions: 54 Wall collisions: 122
Particle 1135: 15857.65854753 19850.60070090 4296.35834981 3029.88973847
Particle Collisions: 66 Wall collisions: 125
Particle 1136: 13574.19384212 1939.97086542 -3495.49489644 -2696.02790705
Particle Collisions: 64 Wall collisions: 139
Particle 1137: 17096.61130789 14036.51874354 3741.60768804 1358.05538840
Particle Collisions: 78 Wall collisions: 127
Particle 1138: 4493.07646210 1262.87012896 -4870.98487553 -3764.81101104
Particle Collisions: 67 Wall collisions: 123
Particle 1139: 9229.32372902 2808.74996628 -4837.66313144 3424.02096140
Particle Collisions: 56 Wall collisions: 145
Particle 1140: 9481.99470921 9528.62617259 5425.16549361 3266.06101427
Particle Collisions: 63 Wall collisions: 124
Particle 1141: 5482.71096907 11359.12926701 -1500.37355191 4608.33641609
Particle Collisions: 51 Wall collisions: 124
Particle 1142: 4164.59253167 8044.77062485 4971.31088393 -636.96618164
Particle Collisions: 67 Wall collisions: 125
Particle 1143: 9453.06829781 15309.02917251 1201.28017082 3375.31401707
Particle Collisions: 52 Wall collisions: 129
Particle 1144: 7917.84646631 4474.03572390 3535.89613315 681.71258762
Particle Collisions: 61 Wall collisions: 126
Particle 1145: 14893.78226274 2607.73552040 1271.34689043 -2715.08363587
Particle Collisions: 70 Wall collisions: 128
Particle 1146: 3871.58282713 305.78393269 -4041.25964623 -2051.53423396
Particle Collisions: 64 Wall collisions: 132
Particle 1147: 6667.95136434 10200.18040440 357.25204116 -2060.33470059
Particle Collisions: 58 Wall collisions: 102
Particle 1148: 15233.76405057 11130.86982038 -2361.10894164 3860.90064924
Particle Collisions: 78 Wall collisions: 122
Particle 1149: 3954.53881192 14466.48452533 -3315.41663209 2839.39038746
Particle Collisions: 42 Wall collisions: 136
Particle 1150: 11974.20925256 13843.75607308 -687.33232562 -3993.45150958
Particle Collisions: 65 Wall collisions: 124
Particle 1151: 18217.44952016 18663.10637550 -3884.06270949 4675.99150284
Particle Collisions: 90 Wall collisions: 133
Particle 1152: 17992.36643951 4376.42008062 4234.72252343 3596.53477353
Particle Collisions: 67 Wall collisions: 143
Particle 1153: 17624.55573211 10827.58839020 3524.71114642 -1795.62598664
Particle Collisions: 51 Wall collisions: 106
Particle 1154: 5277.25455930 15234.93772238 822.91842154 -1898.34358118
Particle Collisions: 67 Wall collisions: 113
Particle 1155: 3857.48487932 14019.11588851 -1788.28583713 -3299.33177511
Particle Collisions: 55 Wall collisions: 104
Particle 1156: 11871.97535573 10002.86796061 -2709.00821476 -2826.69070187
Particle Collisions: 57 Wall collisions: 147
Particle 1157: 3102.76476152 14031.93878882 -2619.56655590 945.65226586
Particle Collisions: 62 Wall collisions: 119
Particle 1158: 7120.98025475 6122.07054977 -715.44554140 -850.45569963
Particle Collisions: 45 Wall collisions: 130
Particle 1159: 1133.08814397 7538.94563572 -4561.76126961 1205.29387325
Particle Collisions: 47 Wall collisions: 130
Particle 1160: 216.68255858 5118.64986744 4180.74151907 -1740.17723420
Particle Collisions: 46 Wall collisions: 133
Particle 1161: 14139.01072195 13553.62769399 745.46427198 2478.10442178
Particle Collisions: 65 Wall collisions: 116
Particle 1162: 6761.99834862 4641.22711804 3344.87479358 573.08898797
Particle Collisions: 52 Wall collisions: 110
Particle 1163: 3536.78471223 15479.58104172 -1238.46067548 1902.18671321
Particle Collisions: 56 Wall collisions: 125
Particle 1164: 16532.18609391 18821.51032309 719.43251955 1538.00188398
Particle Collisions: 64 Wall collisions: 118
Particle 1165: 5524.45475374 18482.16858296 -4281.72501935 4632.12931115
Particle Collisions: 69 Wall collisions: 125
Particle 1166: 10583.31567630 12408.94879364 -777.74325133 644.69006401
Particle Collisions: 56 Wall collisions: 133
Particle 1167: 6661.17540650 1971.80911979 -2333.98502152 -2147.20487696
Particle Collisions: 49 Wall collisions: 125
Particle 1168: 13229.90033889 18694.03727070 -3809.33285196 -3357.33896553
Particle Collisions: 51 Wall collisions: 123
Particle 1169: 11145.88189144 7076.58571653 -2293.40905768 3453.58582974
Particle Collisions: 62 Wall collisions: 123
Particle 1170: 8153.75036189 15654.91034737 -3550.02440100 -3182.31114345
Particle Collisions: 72 Wall collisions: 133
Particle 1171: 16061.82653992 5260.32966406 3910.91962804 -4565.43619520
Particle Collisions: 67 Wall collisions: 135
Particle 1172: 373.89099955 14207.83681087 1566.99161535 -4917.98592547
Particle Collisions: 45 Wall collisions: 145
Particle 1173: 14281.24582921 1351.02472296 4460.20060183 4298.89425537
Particle Collisions: 75 Wall collisions: 116
Particle 1174: 13326.64525287 7955.23744636 522.57232161 774.56643918
Particle Collisions: 61 Wall collisions: 123
Particle 1175: 10652.56228649 8311.94627191 988.72236108 1552.98553053
Particle Collisions: 63 Wall collisions: 127
Particle 1176: 19881.68661973 11487.11224267 1199.33488498 -3438.95879058
Particle Collisions: 69 Wall collisions: 127
Particle 1177: 8458.69158161 19527.25566643 -4295.33052977 800.31604794
Particle Collisions: 61 Wall collisions: 126
Particle 1178: 17952.69820278 9816.78692723 -940.05728488 1362.28987030
Particle Collisions: 65 Wall collisions: 148
Particle 1179: 10376.37511033 14789.75345027 -1676.98779808 -3760.86455803
Particle Collisions: 59 Wall collisions: 131
Particle 1180: 16516.03935888 15951.63936807 1117.08643205 4494.95205358
Particle Collisions: 64 Wall collisions: 122
Particle 1181: 19999.00000000 36.71461378 1568.14434815 3922.38955757
Particle Collisions: 53 Wall collisions: 128
Particle 1182: 4012.18071817 7120.47705394 2708.32826555 -1432.77110168
Particle Collisions: 60 Wall collisions: 125
Particle 1183: 19609.36714247 1.00000000 -2004.35600905 -2641.61434060
Particle Collisions: 54 Wall collisions: 130
Particle 1184: 2970.96866462 2535.00648690 2969.96866462 -2373.26747142
Particle Collisions: 62 Wall collisions: 135
Particle 1185: 12372.83547756 9624.86632361 -838.78802235 -3506.21861073
Particle Collisions: 66 Wall collisions: 138
Particle 1186: 540.11272000 14207.85081709 4474.46815290 1626.79026362
